brand_name,product_name,asin,price,overall_rating,reviewer_username,review_date,review_rating,review_text
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,L Duffy,"March 22, 2021",5.0,This is del
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Chris Sheehy,"March 22, 2021",5.0,"My husband was diagnosed with Prostate cancer and after doing research he decided to become Vegan. This is a great substitute for beef. He loves it and uses it in everything where he used to use ground beef. I don't like the smell of it when I open the package (smells like cat food to me) but it tastes great and is super easy to cook. I literally pull it from the package, squeeze it into four balls, pat them flat, and fry them for very easy burgers (I mean I don't add anything at all - not an egg or anything). I sometimes sprinkle my burger with Worchester sauce for flavor but it's not necessary. Taste exactly like a normal burger.  I've even made shepherds pie with this in place of lamb or beef and it taste great. Warning, these cook on lower heat and for much shorter times than actual ground beef. It can burn easily so wat"
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Juan,"March 21, 2021",1.0,This meat really tasted nasty..... the smell the taste it’s like eating plastic cardboard. Also you can see all the white chunks of fat they put
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,L. Horst,"March 8, 2021",5.0,I like that I can make my own burgers than the premade ones. I can add spices. Good
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Marzia Aguilar,"March 7, 2021",5.0,Lil or hardly
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,mscarmella,"March 7, 2021",5.0,"Love! Love! Love! Amazing the various ways Beyond Meat can pepared and still taste like meat. Great for burgers, lasagna, etc. Even the carnivores in my family give Beyond Meat products 2 thu"
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Christenn Harris,"February 28, 2021",4.0,"I  used beyond beef to make Polish cabbage rolls… This was actually my second attempt cooking with it, the first time I made a vegan meatloaf that was so realistic I couldn’t eat it and threw the whole thing out.Several months later, I tried a second time.I’ve been vegetarian since 2004, but even the visual appearance in the packaging was offputting due to its similarity to real meat. The reddish hued block is flecked through with coconut oil “fat”. When you remove it to a bowl, it feels like ground meat. If cooking on the stove top, it shrinks and changes color as it cooks, with a very realistic texture in mouthfeel. As other reviewers have mentioned, this definitely has an odor when removing from the package, but I did not find it overly offensive.The cabbage roll filling was pleasantly toothsome, and the flavor reminded me of a fast food flame grilled burger.I definitely look forward to trying this in other uses such as meatballs and sliders in the future.As it is still a processed food, this will continue to be an occasional treat. And as one who is soy intolerant, I appreciate the fact this is one of the few soy-free options on the market.Bottom line: if you are looking to reduce your meat intake or a vegan-friendly substitute for ground beef, you might give this"
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,BSperos,"February 27, 2021",5.0,I am vegetarian but I make Indian ‘meat’ dishes with this product instead of actual meat and they taste amazing!! Both my Indian and non-Indian friends love it!! A big big hit in my social c
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Sarah,"February 26, 2021",2.0,Has a ton of sodium compared to raw  meat with no flavoring. This is why most people probably like it. Glorified sal
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Sam,"February 17, 2021",1.0,I cooked this in a frying pan for taco filling. I could not get past the smell. It was reminiscent of boiled oatmeal but in a bad way.  I bravely gave it a go and tried it in the tacos but only was able to eat it because of the taco toppings. Never bought it
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Kaneatha Reneau Raleigh,"February 17, 2021",1.0,Probably one of the nastiest things I have ever tasted in my life. I would not recommend AT all. No amount of seasoning or spices or sauces could mask the disgusting taste. Terrible. Simple a
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Amazon Customer,"February 15, 2021",3.0,"This product would be amazing if a few tweaks were made.1)It smells like cat food2) Needs less flavoring3)It has to much oil.When you eat it warm it's delicious but if you eat it cold it's disgusting also burped up the flavoring for the rest of the n"
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,KK,"February 13, 2021",4.0,"It's ok, we li"
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Dominic,"February 13, 2021",1.0,This was my first time ordering “beyond” products and I am not sure if that is how it’s supposed to smell but it was terrible. I couldn’t even get myself to taste it. It smelled so bad even after cooking it. The expiration date was not even close so maybe I got a bad
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Ran Oren,"February 10, 2021",5.0,It tastes like shish kebab. We lo
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,PA Paine,"February 5, 2021",4.0,"But it's vegan and the closest that I've found to real ground beef taste and texture (as I recall before becoming vegan) other than the ""Impossible"" brand.  I prefer the Impossible brand because it doesn't have that smokey flavor but have only had it in sit down restaurants, not in grocery stores.  I just wish that they offered a non-smokey option.  I've purchased their burger patties several times (smokey) and had hoped that this vegan ground beef package would not be smokey.  But it was. Minus 1 star for the smokey flavor"
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Cheryl Martin,"February 4, 2021",1.0,"It’s not as good as everyone says it is. I’ve tried different brands of vegan “meat” and this one was the most off putting. Everything from the smell, to the texture and taste. I tried seasoning the taste away with everything I’ve got but it’s no use, the taste is like an oily processed -yet textured- piece of goop. Its so weird. If that’s your thing, then go for it! But take it from a person that isn’t a picky eater at all, this beyond meat is"
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,ScullyRose,"February 3, 2021",5.0,"When I first got this I was quite hyped seeing the reviews and the packaging thinkng  they may have finally gotten a beef clone. After mildly cooking it I was dissapointed to taste the same taste that I tasted in another protein plant based burger that I had that is quite obviousally different than beef.I put it away and came back to it a few days later in order to fiinish it before it expires. This time I had a different experience. So what if it doesn't taste exactly like beef and you can identify the difference?  That doesn't make it better or worse. Although it has a distinct flavor, it hits the right spots and satisfies any craving youd have for it. Honestly, if all my beef, if I was stll a meat eater was changed to this, I wouldn't even care. This makes me quite optimistic of meat subsitutes which I didn't have in the past. In the past it felt like these meat subsistutes were merely there to help psychologically with the withdrawel symptoms, but honestly this makes me feel like I can have my cake and e"
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,-_-,"February 2, 2021",1.0,Oh my gosh... this is one of the worst smelling things I have EVER smelled!!!! I gagged repeatedly while trying to cook this and ended up taking it OUTSIDE to throw it away and spent the next hour trying to get the smell out of the house. Maybe it’s just me but the smell is this product is absolutely horrible and I do not re
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Kartik Krishnan,"January 23, 2021",2.0,"My husband and I are trying to cut down on our meat intake, so I decided to try some meatless 'meat' options. I can't eat soy protein, so we went with Beyond. The smell was a bit offputting when I opened the package, but I hoped it would dissipate once cooked. The 'meat' browned somewhat, but not like regular ground. The texture was not bad, but the flavor with just salt and pepper was quite strange. My husband and I decided to make a curry with the 'meat' as we thought the strange taste/smell would be taken over by the spices. I was only partially correct. The curry did improve the flavor, but only slightly. With each bite, the strange flavor in my mouth only grew. After 4-5 small bites, I had to stop eating. My husband finished his plate, but struggled to eat his leftovers the next day. I hope in the next few years that meatless 'meat' improves. Until then, I am steering"
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,rae,"January 23, 2021",5.0,"If you don't know how to prepare ground beef then you won't know how to prepare this meatless option. Add garlic (fresh, minced or in powder) and load up on Italian Seasoning Blends and Adobo Seasonings. You can then add fresh onions, peppers and anything else that will complement this healthy meat alter"
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Orfound Annie,"January 18, 2021",5.0,"I prefer buying this to make my own hamburgers vs. using the premade patties.My famous burgers (makes 2):8 oz Beyond Meat3/4 T dried organic oreganoSauteed sweet onions (1/2 of an onion, chopped... make sure the onion has a caramel color when you sautee).Make the onions, cool them.  Combine ingredients into patties and fry for a 4-5 minutes on each side.  Melt cheese on top (suggestions: St Andre triple cream, St Angel, or Catamount Hills cheese from the cheese section at Whole Foods).  Everyone loves these moist and flavor-packed hamb"
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,J.  Boling,"January 14, 2021",5.0,A top thre
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Alison123,"January 14, 2021",5.0,Goo
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Angelica Harlin,"January 13, 2021",5.0,If your vegan than you won’t have any problems with this if your not - you need to detoxify (takes 2 weeks to get all that dead animal out of your system) your system before your taste buds can truly appreciate what this company has done - kids love it as well - for those who talking about smelling like dog food - no way!!! I hate to think that anyone would even dare try that - I wouldn’t 🤢 ....Beyond me
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Sheri Rossman,"January 4, 2021",1.0,Smell
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,KRFK,"January 3, 2021",3.0,I did not care for this. I like some of the other similar items on the market
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,TurtleWins,"November 24, 2020",5.0,Soooo gooood especially since you can actually season this. Hate everything else after tryin
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,john baxter,"November 24, 2020",4.0,"This crumbled and cooked up in a pan very much like real ground beef and it holds its texture even in leftovers days later which is a real accomplishment for fake meat which can sometimes disintegrate after it's been cooked. I just wish there were more to say for the flavor of it. You really have to plan to season this well to make it a bit more palatable. it's hard to say what it tastes like exactly, and it doesn't have what I would call a strong taste, but it certainly doesn't taste lik"
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Priya P.,"November 13, 2020",4.0,"Your browser does not support HTML5 video.


   Persian kebab with beyond"
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Hans Delbrook,"November 11, 2020",1.0,The fact that I can’t give this less than one star is tragic. Absolutely horrible from opening the package to attempting to eat to the aftertaste. There is no chance I could ever buy this again or recommend it to
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Elahielahe,"November 11, 2020",1.0,not cool when arrived te
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Justin,"November 10, 2020",1.0,"This was pretty bad, I ended up throwing out the nachos I made and couldn't bring myself to bring any of the leftover ""meat"". Pretty"
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Dmendez,"October 23, 2020",1.0,Smells absolutely atrocious.  Smell lingers forever.  So many better meat alternatives tha
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Sergiu,"October 22, 2020",1.0,I tried....not my cup
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,LF,"October 19, 2020",3.0,"The taste and texture is similar to a burger.  So for its purpose, it is well made and pretty good  However, it smells like canned dog or cat food.  That is the first thing I noticed when I opened the package.  All in all, I prefer real beef than this pr"
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,D,"October 14, 2020",5.0,Good
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,MN,"October 8, 2020",5.0,Nothing can BEAT Beyond Beef. N
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,JP,"October 5, 2020",5.0,Ex
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Charlie,"May 28, 2021",3.0,N
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,muchka,"May 13, 2021",5.0,I bought this stuff at the grocery and it is fan
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Saheb Albdyri,"May 12, 2021",5.0,"Great for cold & hot sandwiches, baking, and"
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Jeremy Dodge,"May 8, 2021",5.0,not bad.  the hickory is better than the oven r
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Jesse,"May 4, 2021",4.0,"I like these, don’t really taste like smoked turkey but a really good replacement. I put this on a roll and top with cheese and toast, really like th"
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,CW,"April 30, 2021",4.0,"Taste really good , has a good flavor.  1 pack is good for one person.  If I’m eating it then it will last me a week and a half.  I eat 2 slices (the slices are very thin) but if my boyfriend is eating this with me maybe will last"
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Sheila m.,"April 1, 2021",5.0,"This is the best veggie/vegan meat, and I've tried them all. Super delicious, and great on sandwiches or just on its own for a low carb snack. Even my meat eating daughter craves this stuff. Here's a tip: Spray a pan with cooking spray, put 3-5 slices of this meat in the pan on medium heat, sprinkle all the slices with hot sauce and then flip them over, sprinkle the other side with hot sauce, flip a couple times, cooking for about 3 minutes, then throw some eggs over that on a plate. AMAZING and Keto fr"
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Bdog,"March 29, 2021",4.0,"Not bad, not great. I’m new to the no meat lifestyle so I’m trying out new things. This was ok when I wanted a cold cut sandwich. It’s an acquired taste but not so bad that it’s inedible. I’m simply readjusting my tas"
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,"Veruca's Salty","March 27, 2021",5.0,I easily go through 5 packs a week. I’m addicted to thi
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Shiela M,"March 20, 2021",5.0,I’m in love with this product. I was afraid at first to spend my money on something I wasn’t sure about. Actually worth eve
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Shelby,"March 18, 2021",5.0,"When I became a vegetarian I thought I would have to give up easy, quick, tasty sandwiches. I didn’t have to give them up since Tofurky has deli meats that are plant-based. There are a number of flavors to suit different"
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Amazon Customer,"March 12, 2021",5.0,
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Shenell W.,"February 7, 2021",5.0,I fell in love with the
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Miriam paula,"January 23, 2021",5.0,"Taste like turkey, but without the guilt of tortured a"
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Sharawn Edwards,"January 18, 2021",5.0,"Hickory-Smokes Deli Slices from plant-based masters Tofurky are irresistible. In a virtually infinite variety of sandwiches, wraps, panini - with condiments, greens, tomatoes, cruelty-free dressings, other of Tofurky's sliced cold cuts for dramatic combos - on any and every bread from rye sourdough to a baguette, Tofurky's Hickory-Smoked Deli Slices is a star. A glorious sandwich or antipasto platter does not have to come from a corpse! This is not ""alternative"" anything: this is what real food is. Plant-based food is not an alternative - it is food. Tofurky's Deli Slices make magnificent sandwiches, wraps, melts, salads...and Hickory-Smoked Deli Slices are an essential component of your luscious feast!  Kudos to cruelty-free giant Tofurky. Outstanding deli is righ"
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,hitchens,"January 4, 2021",1.0,"I cannot believe how revolting I found this brand's products.  I will NEVER buy Tofurky again.Even cooking these in various ways did not change how bad they"
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Animal_Poet,"December 23, 2020",5.0,"A sandwich made with this, lettuce, red onion, veganaise, and dijon mustard is staggeringly good, and doesn't taste at all like it's vegan.  This sandwich is one of my favorites since I've switched to a vegan diet.  I wish they sold it in larger pa"
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,FitQueen,"December 21, 2020",5.0,"These are my go to for my son's school lunch. He eats them at least twice a week. We are vegan and we enjoy them. We eat them cold and when I'm home I heat them up with vegan cheese."
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Max,"November 8, 2020",5.0,Absolutely delicious. I would like to find other vegan col
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,VEGAN,"November 8, 2020",5.0,Add a little mayo lettuce and tomatoes on toast great turkey BLT can make carnivores
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Dimples5,"October 21, 2020",5.0,"I bought it for him for Thanksgiving. Then, he broke up with me three weeks before my birthday. I have since thrown th"
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Thomas F. Garner,"October 12, 2020",5.0,"This is my go-to for my daily lunch sandwich. The texture and flavor is fantastic. I was really missing sandwiches that had a meat-like texture, and this fits the bill. I highly recommend this lunch meat, especially if you love the smoked"
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Bye Felicia,"September 28, 2020",5.0,Good flavor but a bit salty for m
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Jsea,"September 13, 2020",5.0,Ve
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Meli,"June 26, 2020",5.0,"I have tried many others and they do not compare to the Tofurky deli slices, hickory smoked. They are my go to on a regular basis for a good tasting deli sandwich. I like to use a Vegan Ciabatta roll, toast it and then add vegan butter. 3 slices of Tofurkey, some dijon mustard and a slice of vegan smoked gouda cheese. Y"
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,dem,"June 26, 2020",1.0,N
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,thistime,"June 16, 2020",4.0,"Love tofurky hickory smoked! The price is not bad either! Very good! Something I eat as an everyday sandwich, being a vegan and all. Nice selections as well ( even though I'm sold on the hickory smoke"
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Suzette Woolff,"June 6, 2020",5.0,"If you're looking for vegetarian meat substitute slices, these are the ones. I've tried them all. As a fat vegetarian, I give it my highest"
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Chris,"June 2, 2020",5.0,"when I tell you these are amazing i need you to understand they are amazing. Amazing smokey flavor and just overall a godsend for us plant people! Try the peppered kind too you won't regr"
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Hans Dammans,"June 2, 2020",5.0,"I hadn't tried vegetarian deli meat prior to trying this and wanted to try something different.  To my surprise, it tastes great.  It has just the right amount of flavor and seasoning and the texture is good. I love it on a wrap or on a sandwich.  Have purchased several times now and it has been good ever"
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,S. Cannon,"April 29, 2020",5.0,"My fiance's favorite Tofurky"
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Lani cova,"April 22, 2020",5.0,Great vegetarian deli p
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Loretta C.,"April 11, 2020",1.0,This stuff is absolutely horrid! smells like dog food and I imagine it tastes like it too. So tremendously awful I spit it out and tossed the rest. It worries me people actually say they like this junk. Smells like a wet tennis shoe from the side of the road. AVOID at all
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Crystal A,"February 18, 2020",3.0,Too salty! Tastes even more salty than regular deli
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,pghpete,"February 2, 2020",5.0,Very good deli slices for sand
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,ddeeees,"January 23, 2020",1.0,Sorry but never happy with Tofurkey. Just tastes
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Jordana I.,"June 5, 2019",1.0,"Wait a minute...this is for ONE BOX??? Really??? Okay...if this is for one box of this...you can get it at any local grocery store for $3.50 - $4.00 for ONE BOX...If this is for one case...then there better be about 10 in one case! Cause that's the ONLY justification for that price...o"
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,jm,"April 19, 2019",3.0,"These were just okay.  They weren't bad, but they tasted kind of fishy.  It doesn't really work in a sandwich, as it just tastes too off to substitute for turkey or other deli meats.  I think it would probably fit better on a bagel with some cream cheese, because it tastes like salmon.  But, not real salmon, like artificial cheap salmon.  And it's also kind of dry.  They weren't terrible, but I probably would not order these"
